ModelId,ModelScale,CollisionHeight,CollisionHeightMounted
2942,1,2.0833333,1.5042503
2944,1,2.031278,0
2945,1,2.031278,0
2946,1,2.031278,9.313585
2947,1,2.031278,1.2179732
2948,1,2.031278,0
2949,1,2.031278,9.313585
2950,1,2.031278,2.9315853
2951,1,2.031278,9.313585
2952,1,2.031278,0
2953,1,2.3380282,0
2954,1,-20000000,0
2955,1,2.031278,0
2957,1,2.031278,0.88578117
2958,1,-20000000,0
2959,1,-20000000,0
2960,1,-20000000,0
2961,1,2.031278,1.3914037
2962,1,2.031278,0
2963,1,2.031278,0
2964,1,1.421908,0
2965,1,5.4265375,0
2966,1,2.031278,0
2968,1,-20000000,0
2969,1,2.031278,2.930889
2970,1,2.031278,8.139028
2971,1,2.031278,6.929265
2972,1,2.031278,0
2973,1,2.031278,0
2974,1,2.031278,1.8812875
2975,1,2.031278,1.8620826
2976,1,2.031278,0
2977,1,2.031278,3.250558
2978,1,2.031278,1.305212
2979,1,10.47589,0
2980,1,3.3202205,0
2981,1,5.5706244,0
2982,1,1.1156832,0
2983,1,0.5243711,0
2984,1,0.8569409,0
2985,1,-20000000,0
2986,1,-20000000,0
2987,1,-20000000,0
2988,1,2.031278,0.4100993
2989,1,2.031278,0.4100993
2990,1,-20000000,0
2991,1,1.806384,0
2992,1,1.8173794,0
2993,1,-20000000,0
2994,1,2.031278,0
2995,1,5.8888087,0
2997,1,5.15578,0
2998,1,6.5433555,0
2999,1,2.031278,0
3000,1,33.922607,0
3001,1,2.4252357,0
3002,1,-20000000,0
3003,1,2.031278,0
3004,1,2.031278,9.313585
3005,1,-20000000,0
3006,1,2.031278,-0.250009
3007,1,0.4290369,0
3008,1,2.031278,8.139028
3009,1,2.031278,0
3010,1,-20000000,0
3011,1,2.031278,1.2413719
3012,1,2.031278,2.745128
3013,1,2.031278,3.4450545
3014,1,2.031278,0.1020335
3015,1,2.031278,2.745128
3016,1,-20000000,0
3017,1,-20000000,0
3018,1,-20000000,0
3019,1,2.031278,3.0550761
3020,1,2.031278,3.4450545
3021,1,2.031278,1.3009537
3022,1,2.031278,1.8620826
3023,1,-20000000,0
3024,1,2.031278,1.567621
3025,1,2.031278,8.139028
3026,1,2.031278,1.0361831
3027,1,2.031278,1.1580071
3028,1,2.031278,0
3029,1,2.031278,1.1580071
3030,1,2.031278,1.3009537
3031,1,-20000000,0
3032,1,2.031278,1.2179732
3033,1,0.87499994,0
3034,1,-20000000,0
3035,1,-20000000,0
3036,1,-20000000,0
3037,1,0.71810216,0
3038,1,0.68250734,0
3039,1,1.7632174,0
3040,1,0.09232458,0
3041,1,2.031278,6.929265
3042,1,2.031278,1.0826179
3043,1,3.488048,0
3045,1,2.031278,2.25881
3046,1,2.031278,1.567621
3047,1,-20000000,0
3048,1,2.031278,0
3049,1,2.031278,0
3050,1,1.1951604,0
3051,1,-20000000,0
3052,1,0.7621388,0
3053,1,1.24297,0
3054,1,2.031278,0
3055,1,2.031278,1.1938912
3057,1,2.031278,0
3058,1,2.031278,1.0826179
3059,1,2.031278,1.0826179
3060,1,2.031278,0
3061,1,2.031278,0
3062,1,2.0312655,1.0361831
3063,1,2.031278,0
3064,1,2.031278,2.745128
3066,1,3.5054414,0
3067,1,3.3903878,0
3068,1,2.031278,0
3069,1,2.031278,4.548936
3070,1,2.031278,4.309965
3071,1,3.3903878,0
3072,1,2.031278,0
3073,1,-20000000,0
3074,1,-20000000,0
3075,1,2.031278,6.929265
3076,1,2.031278,0
3077,1,2.031278,1.0848047
3078,1,2.031278,0
3079,1,2.031278,0
3080,1,2.031278,0
3081,1,2.031278,17.14508
3082,1,2.031278,0
3083,1,2.031278,0
3084,1,2.031278,0
3085,1,2.031278,4.13387
3086,1,2.031278,1.2413719
3087,1,2.031278,1.2413719
3088,1,2.031278,0
3089,1,-20000000,0
3091,1,2.031278,0
3092,1,2.031278,0
3093,1,2.031278,1.8156667
3094,1,2.031278,17.14508
3095,1,2.031278,0
3096,1,2.031278,0
3097,1,2.031278,0
3098,1,2.031278,0
3099,1,2.031278,0
3100,1,2.031278,4.309965
3101,1,2.031278,3.4450545
3102,1,2.031278,0
3103,1,2.031278,0
3104,1,2.031278,0
3105,1,2.031278,0
3106,1,2.031278,0
3107,1,3.033768,0
3108,1,-20000000,0
3109,1,-20000000,0
3110,1,1.4088814,0
3112,1,2.031278,0
3113,1,-20000000,0
3114,1,-20000000,0
3115,1,3.1677163,0
3117,1,2.031278,0.38719562
3118,1,-20000000,0
3120,1,2.031278,0
3122,1,1.2951756,0.7074639
3123,1,2.031278,0.36421877
3124,1,2.031278,0
3126,1,2.031278,0
3127,1,2.031278,2.6152642
3128,1,2.031278,2.61526
3131,1,-20000000,0
3132,1,2.031278,1.8417206
3133,1,2.031278,0.38719562
3134,1,2.031278,0
3135,1,2.031278,0
3137,1,2.031278,1.8057085
3138,1,2.031278,1.8057085
3143,1,2.031278,1.2413718
3146,1,2.031278,0
3147,1,-20000000,0
3148,1,2.031278,0
3151,1,-20000000,0
3153,1,2.031278,0
3154,1,2.9364502,0.8908524
3155,1,2.031278,1.7431843
3156,1,-20000000,0
3157,1,-20000000,0
3159,1,73.1275,0
3160,1,69.61683,0
3161,1,0.99038106,0
3162,1,2.1718068,0
3166,1,2.031278,1.8657174
3174,1,2.031278,1.3991108
3177,1,2.031278,0.4100993
3181,1,2.031278,0
3191,1,3.0555556,0
3195,1,52.514355,0
3196,1,2.3614705,0
3200,1,2.031278,2.7977533
3204,1,2.031278,0
3208,1,97.2591,0
3209,1,2.031278,0
3212,1,2.031278,0
3213,1,2.031278,1.193891
3214,1,2.031278,0.9350233
3218,1,2.031278,0
3219,1,2.031278,0
3222,1,2.031278,0
3224,2,2.0364723,0
3230,1,2.031278,1.3009537
3231,1,-20000000,0
3232,1,2.031278,0
3234,1,1.3151135,0
3235,1,1.3151135,0
3236,1,1.3151135,0
3237,1,1.3151135,0
3238,1,1.3151135,0
3239,1,1.3151135,0
3240,1,1.3151135,0
3241,1,1.3151135,0
3242,1,1.3151135,0
3243,1,1.3151135,0
3244,1,1.3151135,0
3245,1,1.3151135,0
3249,1,-20000000,0
3252,1,3.0555556,0
3253,1,2.031278,1.002637
3254,1,3.0555556,0
3255,2,2.0544374,0
3256,1,-20000000,0
3257,1,2.031278,0
3258,1,2.031278,2.9315853
3259,1,13.321349,0
3260,1,10.47589,0
3261,1,10.47589,0
3263,1,-20000000,0
3264,1,-20000000,0
3265,1,2.031278,1.0782353
3266,1,2.031278,1.504953
3267,1,-20000000,0
3268,1,2.031278,0
3269,1,2.031278,1.0782353
3270,1,2.031278,0
3271,1,2.031278,1.92485
3272,1,2.031278,1.0361831
3274,1,2.031278,0
3275,1,2.031278,0
3276,1,2.031278,0
3277,1,-20000000,0
3282,1,2.031278,0
3285,1,2.031278,0
3286,1,-20000000,0
3287,1,2.031278,2.930889
3289,1,2.031278,0
3291,1,2.031278,0
3293,1,2.031278,0
3296,1,2.031278,1.9248505
3299,1,2.031278,2.6152642
3314,1,2.031278,0
3324,1,2.1222713,0
3332,1,0,0
3333,1,0,0
3334,1,2.031278,2.2981844
3335,1,4.9844613,0
3341,1,2.031278,1.8411151
3342,1,1.0203761,0
3343,1,2.031278,1.193891
3345,1,0.5121616,0
3346,1,6.9915886,0
3353,1,2.031278,8.139028
3356,1,2.031278,0
3357,1,2.031278,1.9248505
3358,1,2.031278,1.9248505
3364,1,2.031278,6.929265
3367,1,2.031278,0.58020574
3372,1,2.031278,0
3440,1,2.031278,0
9502,1,0.9619244,0
12673,1,2.031278,2.3190727
13063,1,2.292441,0
13195,1,2.031278,0
13377,0.5,2.031278,2.456749
13615,1,2.031278,0.0122019
13616,1,2.031278,0
13835,1,2.031278,0.387196
14087,1,2.031278,0
14316,1,2.031278,2.94188
14317,1,2.031278,0
14318,1,2.031278,0
14319,1,2.031278,3.97542
14400,1,2.031278,1.56923
14401,1,2.031278,0
14409,1,2.031278,0
14410,1,2.031278,0
14826,1,0,0
14827,1,0,0.89159
3315,1,2.031278,0
143,1,2.031278,1.8657131
792,1,2.031278,1.5676198
2513,1,2.031278,0
2512,1,2.031278,1.3009537
3044,1,2.031278,1.5676198
2526,1,2.031278,0
2525,1,2.031278,0
2645,1,2.031278,3.4488256
3090,1,2.031278,1.7431843
3178,1,2.031278,1.7431843
3228,1,2.031278,1.7431843
2931,1,2.031278,8.139028
3292,1,2.031278,9.313585
2762,1,2.031278,0.58020574
2996,1,13.61522,0
2771,1,2.031278,1.5678922
2838,1,2.031278,-0.250009
3320,1,2.031278,2.6152642
2843,1,2.031278,2.745128
3119,1,2.031278,2.745128
2967,1,2.68263,0
2892,1,1.6527777,0.98721486
2911,1,4.727816,0
2917,1,4.2712727,0
2943,1,2.0833333,1.5042503
3149,1,2.031278,0
3251,1,3.0555556,0
