ID,DifficultyID,EffectIndex,Effect,EffectAmplitude,EffectAttributes,EffectAura,EffectAuraPeriod,EffectBasePoints,EffectBonusCoefficient,EffectChainAmplitude,EffectChainTargets,EffectDieSides,EffectItemType,EffectMechanic,EffectPointsPerResource,EffectPos_facing,EffectRealPointsPerLevel,EffectTriggerSpell,BonusCoefficientFromAP,PvpMultiplier,Coefficient,Variance,ResourceCoefficient,GroupSizeBasePointsCoefficient,EffectMiscValue_0,EffectMiscValue_1,EffectRadiusIndex_0,EffectRadiusIndex_1,EffectSpellClassMask_0,EffectSpellClassMask_1,EffectSpellClassMask_2,EffectSpellClassMask_3,ImplicitTarget_0,ImplicitTarget_1,SpellID
680622,0,0,2,0,0,0,0,51,0.24300000072,1,0,17,0,0,0,0,0.60000002384,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,16,0,2120
680623,0,1,27,0,0,3,2000,11,0.12200000137,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,28,0,2120
680626,0,0,24,0,0,0,0,0,0,1,0,1,3492,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3297
680629,0,0,24,0,0,0,0,0,0,1,0,1,3847,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3515
680630,0,0,6,0,0,98,0,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,56,0,0,0,0,0,0,0,1,0,2123
680631,0,1,6,0,0,22,0,-3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,32,0,0,0,0,0,0,0,1,0,2123
680632,0,0,28,0,0,0,0,3887,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,15439,63,0,8,0,0,0,0,22,44,2894
680633,0,0,24,0,0,0,0,0,0,1,0,1,4231,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3816
680634,0,0,24,0,0,0,0,0,0,1,0,1,4233,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3817
680635,0,0,24,0,0,0,0,0,0,1,0,1,4236,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3818
680639,0,0,6,0,0,8,1000,22,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21,0,3267
680641,0,0,2,0,0,0,0,102,0.42899999022,1,0,25,0,0,0,0,1.39999997616,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2138
680647,0,0,24,0,0,0,0,0,0,1,0,1,3490,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3295
680648,0,0,24,0,0,0,0,0,0,1,0,1,3491,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3296
680650,0,0,6,0,0,3,3000,0,0.10000000149,1,0,1,0,15,0,0,1.29999995232,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,3147
680651,0,0,36,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,16828,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,2981
680652,0,0,36,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,16829,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,2982
680653,0,0,6,0,0,31,0,49,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2983
680655,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2842,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2995
680657,0,0,24,0,0,0,0,0,0,1,0,1,3852,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3495
680660,0,0,24,0,0,0,0,0,0,1,0,1,2312,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2164
680662,0,0,24,0,0,0,0,4,0,1,0,1,4404,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,1,0,3973
680664,0,0,6,0,0,3,5000,49,1,1,0,1,0,0,0,0,1.5,0,0,1,0,0,0,1,0,0,14,0,0,0,0,0,22,15,3815
680667,0,0,6,0,0,138,0,74,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3490
680668,0,1,6,0,0,13,0,-16,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3490
680679,0,0,6,0,0,100,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2855
680680,0,0,6,1,0,53,5000,14,0.10000000149,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,3358
680681,0,0,24,0,0,0,0,0,0,1,0,1,3853,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3496
680682,0,0,24,0,0,0,0,0,0,1,0,1,4384,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3955
680683,0,0,24,0,0,0,0,0,0,1,0,1,4385,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3956
680684,0,0,24,0,0,0,0,0,0,1,0,1,4386,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3957
680685,0,0,24,0,0,0,0,0,0,1,0,1,4387,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3958
680687,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16832,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,2976
680688,0,0,24,0,0,0,0,0,0,1,0,1,3836,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3502
680691,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,17,31605
680694,0,0,36,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,1459,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1472
680695,0,0,36,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,1460,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1473
680696,0,0,9,0.5,0,0,0,64,1,1,0,11,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,3108
680697,0,0,6,0,0,12,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,16,0,3109
680701,0,0,10,1,0,0,0,101,0,1,0,17,0,0,0,0,2.40000009537,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3359
680702,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,3360
680703,0,0,2,0,0,0,0,44,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3361
680704,0,0,24,0,0,0,0,0,0,1,0,1,3851,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3494
680706,0,0,24,0,0,0,0,0,0,1,0,1,3837,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3503
680707,0,0,24,0,0,0,0,0,0,1,0,1,4388,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3959
680708,0,0,24,0,0,0,0,0,0,1,0,1,4403,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3960
680709,0,0,24,0,0,0,0,0,0,1,0,1,4389,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3961
680711,0,0,24,0,0,0,0,0,0,1,0,1,2313,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2165
680712,0,0,2,0,0,0,0,35,1,1,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,18,15,3106
680713,0,0,36,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,1461,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1474
680726,0,0,68,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2139
680727,0,0,6,0,0,33,0,-71,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,0,0,0,0,0,22,15,2140
680730,0,0,28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,565,61,0,0,0,0,0,0,0,0,3362
680733,0,0,6,0,0,42,0,0,0,1,0,1,0,0,0,0,0,3322,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3338
680734,0,0,28,1000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1871,61,0,0,0,0,0,0,32,0,3107
680735,0,0,24,0,0,0,0,0,0,1,0,1,3840,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3504
680736,0,0,24,0,0,0,0,0,0,1,0,1,3841,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3505
680737,0,0,6,0,0,69,0,233,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,1,127,0,0,0,0,0,0,0,21,0,3747
680750,0,0,2,0,0,0,0,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2630
680752,0,0,24,0,0,0,0,0,0,1,0,1,3483,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3333
680753,0,0,6,0,0,8,3000,4751,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,2147
680754,0,0,6,0,0,23,9000,0,1,1,0,0,0,0,0,0,0,26546,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,2148
680755,0,0,36,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,2441,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2446
680756,0,0,121,0,0,0,0,14,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1759
680757,0,1,80,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1759
680760,0,0,77,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,0,0,0,0,0,87,8,2222
680765,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3010,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,2977
680768,0,0,58,0,0,0,0,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2973
680770,0,0,6,1,0,22,0,24,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,21,0,1126
680771,0,0,77,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12,0,0,0,0,0,22,30,1509
680772,0,0,27,0,0,4,0,49,0.14300000668,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,14,14,0,0,0,0,28,0,1510
680773,0,0,6,0,0,54,0,-4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,3043
680778,0,0,36,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,2629,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2633
680780,0,0,36,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,2635,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2636
680784,0,0,2,0,0,0,0,44,0,1,0,1,0,0,0,0,3,0,0,1,0,0,0,1,0,0,13,0,0,0,0,0,22,33,3585
680785,0,0,6,0,0,22,0,-21,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,1,0,3023
680786,0,0,6,0,0,99,0,39,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3025
680787,0,1,6,0,0,10,0,-30,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,127,0,0,0,0,0,0,0,1,0,3025
680788,0,0,24,0,0,0,0,0,0,1,0,1,4371,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3938
680791,0,0,6,0,0,78,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16597,0,0,0,0,0,0,0,1,0,3363
680793,0,0,24,0,0,0,0,0,0,1,0,1,2568,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2385
680796,0,0,2,0,0,0,0,99,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2653
680797,0,0,2,0,0,0,0,14,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,3044
680798,0,0,2,0,0,0,0,99,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2816
680799,0,0,57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2816,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2817
680800,0,0,6,0,0,3,3000,5,0,1,0,1,0,0,0,0,0,0,0.0270000007,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2818
680801,0,0,22,1,0,0,0,0,1,1,0,6,0,0,0,0,0,0,0,1,0,0,0,1,90,0,0,0,0,0,0,0,0,0,3124
680803,0,0,6,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,22,15,3143
680804,0,1,2,0,0,0,0,32,1,1,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13,0,0,0,0,0,22,15,3143
680805,0,0,6,0,0,29,0,12,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,0,9260
680806,0,0,24,0,0,0,0,0,0,1,0,1,3848,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3491
680807,0,0,24,0,0,0,0,0,0,1,0,1,3849,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3492
680808,0,0,24,0,0,0,0,0,0,1,0,1,3850,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3493
680809,0,0,24,0,0,0,0,0,0,1,0,1,2585,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2403
680810,0,0,24,0,0,0,0,0,0,1,0,1,2587,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2406
680811,0,0,2,0,0,0,0,24,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,22,15,3129
680812,0,0,6,0,0,138,0,-101,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,3130
680813,0,1,58,0,0,0,0,3,0.10000000149,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,3130
680814,0,0,2,0,0,0,0,7,0,1,0,5,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,3131
680815,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2138,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2143
680816,0,0,6,0,0,33,0,-51,0,1,0,1,0,11,0,0,0,0,0.10000000149,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2974
680818,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16831,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,2975
680822,0,0,38,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,0,3592
680823,0,1,38,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,1,0,3592
680824,0,0,6,0,0,22,0,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,2381
680826,0,0,22,1,0,0,0,0,1,1,0,6,0,0,0,0,0,0,0,1,0,0,0,1,90,0,0,0,0,0,0,0,0,0,3127
680831,0,0,24,0,0,0,0,0,0,1,0,1,2572,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2389
680832,0,0,24,0,0,0,0,0,0,1,0,1,2575,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2392
680835,0,0,6,0,0,12,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,3355
680836,0,0,2,0,0,0,0,27,1,1,0,5,0,0,0,0,0.69999998808,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,3356
680837,0,1,6,0,0,22,0,-11,0,1,0,1,0,0,0,0,-0.60000002384,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,6,0,3356
680841,0,0,2,0,0,0,0,29,1,1,0,1,0,0,0,0,0.5,0,0,1,0,0,0,1,0,0,13,0,0,0,0,0,22,15,3339
680848,0,0,24,0,0,0,0,0,0,1,0,1,4366,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3932
680856,0,0,6,0,0,138,0,-34,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,22,15,3335
680857,0,0,24,0,0,0,0,0,0,1,0,1,3485,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3336
680858,0,0,24,0,0,0,0,0,0,1,0,1,3486,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3337
680859,0,0,6,0,0,159,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2479
680865,0,0,6,0,0,29,0,13,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,0,9261
680875,0,0,10,0,0,0,0,369,0,1,0,61,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3591
680876,0,1,38,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3591
680877,0,2,30,0,0,0,0,349,0,1,0,101,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3591
680881,0,0,6,0,0,29,0,-3,0,1,0,1,0,0,0,0,-0.20000000298,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,6,0,3237
680882,0,0,6,0,0,47,0,49,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3238
680883,0,0,24,0,0,0,0,0,0,1,0,1,3829,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3454
680885,0,0,6,0,0,29,0,3,0,1,0,1,0,0,0,0,0,2329,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2367
680887,0,0,24,0,0,0,0,0,0,1,0,1,2576,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2393
680889,0,0,24,0,0,0,0,0,0,1,0,1,2455,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2331
680890,0,0,53,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,30,0,0,0,0,0,0,0,0,0,3974
680891,0,0,11,1,0,0,0,0,1,1,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,3286
680892,0,1,64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,368735,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,3286
680895,0,0,6,1,0,84,0,69,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2639
680896,0,1,6,1,0,85,0,69,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2639
680897,0,0,121,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1752
680898,0,1,80,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1752
680899,0,0,6,0,0,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,2383
680903,0,0,6,0,0,22,0,34,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,32,0,0,0,0,0,0,0,1,0,28769
680904,0,0,24,0,0,0,0,0,0,1,0,1,2456,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2332
680907,0,0,121,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2643
680909,0,0,24,0,0,0,0,0,0,1,0,1,2584,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2402
680913,0,0,28,0,0,0,0,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,15447,83,0,0,0,0,0,0,43,0,3738
680920,0,0,33,0,0,0,0,-1,0,1,0,1,0,0,0,0,5,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,23,0,2366
680921,0,1,118,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,182,0,0,0,0,0,0,0,0,0,2366
680925,0,0,36,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,53140,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,3578
680930,0,0,2,0,0,0,0,22,1,1,0,3,0,0,0,0,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2607
680936,0,0,24,0,0,0,0,0,0,1,0,1,118,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2330
680937,0,0,24,0,0,0,0,0,0,1,0,1,2300,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2160
680938,0,0,24,0,0,0,0,0,0,1,0,1,2309,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2161
680940,0,0,36,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,2849,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2850
680941,0,0,2,0,0,0,0,110,1,1,0,40,0,0,0,0,1.79999995232,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2626
680947,0,0,35,0,0,0,0,0,0,1,0,0,1625,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3017
680953,0,0,24,0,0,0,0,0,0,1,0,1,4367,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3933
680954,0,0,24,0,0,0,0,0,0,1,0,1,4368,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3934
680955,0,0,24,0,0,0,0,0,0,1,0,1,4369,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3936
680956,0,0,24,0,0,0,0,0,0,1,0,1,3489,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3294
680957,0,0,2,0,0,0,0,95,0.24300000072,1,0,27,0,0,0,0,0.80000001192,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,16,0,2121
680958,0,1,27,0,0,3,2000,21,0.12200000137,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,28,0,2121
680961,0,0,33,0,0,0,0,99,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,23,0,3365
680962,0,0,33,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,23,0,3366
680963,0,0,24,0,0,0,0,0,0,1,0,1,10045,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12044
680964,0,0,6,0,0,29,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2766
680965,0,0,6,0,0,3,3000,54,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2767
680968,0,0,24,0,0,0,0,0,0,1,0,1,2869,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2673
680969,0,0,24,0,0,0,0,0,0,1,0,1,2871,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2674
680970,0,0,24,0,0,0,0,0,0,1,0,1,2870,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2675
680971,0,0,2,0,0,0,0,69,1,1,0,11,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,22,15,2676
680974,0,0,24,0,0,0,0,0,0,1,0,1,2305,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2156
680975,0,0,24,0,0,0,0,0,0,1,0,1,2306,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2157
680978,0,0,2,0,0,0,0,45,0,1,0,1,0,15,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1824
680979,0,1,6,0,0,3,3000,68,0,1,0,1,0,15,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1824
680980,0,2,80,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1824
680983,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2970,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2972
680984,0,0,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3811
680985,0,1,118,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,165,0,0,0,0,0,0,0,0,0,3811
680997,0,0,24,0,0,0,0,0,0,1,0,1,2317,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2169
681003,0,0,54,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,0,0,2823
681006,0,0,24,0,0,0,0,0,0,1,0,1,2852,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2662
681012,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1949,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1950
681013,0,0,6,1,0,28,0,99,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2583
681014,0,0,38,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,21,0,2782
681025,0,0,6,0,0,192,0,29,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12,0,0,0,0,0,56,0,2825
681032,0,0,36,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,1754,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1749
