Message_lang,Pos_0,Pos_1,Pos_2,ID,ContinentID,PhaseUseFlags,PhaseID,PhaseGroupID,Radius,Box_length,Box_width,Box_height,Box_yaw,ShapeType,ShapeID,AreaTriggerActionSetID,Flags
,1756.7900390625,-1200.1500244141,60.73519897461,2626,0,0,0,0,20,0,0,0,0,0,0,18714,0
,1723.3199462891,-1198.3800048828,60.00960159302,2627,0,0,0,0,20,0,0,0,0,0,0,18715,0
,1723.0999755859,-1166.7099609375,59.57749938965,2628,0,0,0,0,20,0,0,0,0,0,0,18716,0
,1879.5985107422,-1546.0826416016,59.03010940552,2629,0,0,0,0,20,0,0,0,0,0,0,18717,0
,1903,-1570.2600097656,59.70349884033,2630,0,0,0,0,20,0,0,0,0,0,0,18718,0
,1878.0799560547,-1593.7399902344,59.47389984131,2631,0,0,0,0,20,0,0,0,0,0,0,18719,0
,1487.0300292969,-1840.9100341797,58.66749954224,2632,0,0,0,0,20,0,0,0,0,0,0,18720,0
,1510.4599609375,-1863.2399902344,59.10599899292,2633,0,0,0,0,20,0,0,0,0,0,0,18721,0
,1485.6099853516,-1888.6899414062,59.09019851685,2634,0,0,0,0,20,0,0,0,0,0,0,18722,0
,1681.1168212891,-2250.9318847656,59.02111816406,2635,0,0,0,0,20,0,0,0,0,0,0,18723,0
,1712.75,-2263.2800292969,64.08889770508,2636,0,0,0,0,20,0,0,0,0,0,0,18724,0
,1700.25,-2295.3601074219,58.98460006714,2637,0,0,0,0,20,0,0,0,0,0,0,18725,0
,2841.8100585938,-1544.5200195312,190.51600646973,2647,0,0,0,0,7,0,0,0,0,0,0,18726,0
,2964.5600585938,-2712.8898925781,98.74459838867,2706,0,0,0,0,10,0.33329999447,0.33329999447,0.33329999447,0,0,0,18729,0
,2980.1000976562,-2720.919921875,99.93370056152,2707,0,0,0,0,10,0.27779999375,0.27779999375,0.27779999375,0,0,0,18730,0
,1868.9599609375,-3223.3898925781,123.06500244141,2726,0,0,0,0,35,0,0,0,0,0,0,18731,0
,-8821.3603515625,633.29699707031,94.07579803467,2746,0,0,0,0,15,0.27779999375,0.27779999375,0.27779999375,0,0,0,18732,0
,-9050.8701171875,445.4580078125,93.0558013916,2786,0,0,0,0,1,0.27779999375,0.27779999375,0.27779999375,0,0,0,18733,0
,-4768.6098632812,-3752.1101074219,53.43170166016,2848,1,0,0,0,16,0,0,0,0,0,0,18734,0
You must be part of a Raid group and at least level 50 to enter.,1097.9899902344,-466.49398803711,-96.07189941406,2886,230,0,0,0,20,0,0,0,0,0,0,18736,0
,1115.2199707031,-462.95901489258,-95.01480102539,2890,409,0,0,0,20,0,0,0,0,0,0,18737,0
,1999.1500244141,-1121.2800292969,97.35369873047,2926,1,0,0,0,9,0,0,0,0,0,0,18738,0
,2.00574994087,402.67300415039,101.0120010376,2946,1,0,0,0,45,0,0,0,0,0,0,18739,0
,40.96730041504,-1490.3699951172,174.51600646973,3066,0,0,0,0,8,0,0,0,0,0,0,18744,0
,-30.05330085754,-1576.5,194.45300292969,3106,0,0,0,0,5,0,0,0,0,0,0,18745,0
,756.87799072266,-633.96002197266,-32.81909942627,3126,349,0,0,0,0,15.93999958038,26.44000053406,44.13999938965,1.64100003242,1,0,18746,0
,1005.0200195312,-460.53900146484,-43.2507019043,3131,349,0,0,0,0,10.14000034332,31.42000007629,23.42000007629,0.01744999923,1,0,18747,0
You must be at least level 30 to enter.,-1484.0699462891,2617.5700683594,75.71440124512,3133,1,0,0,0,0,24.69000053406,15.77999973297,35.18999862671,4.53800010681,1,0,18748,0
You must be at least level 30 to enter.,-1181.9799804688,2861.9499511719,85.25810241699,3134,1,0,0,0,0,31.69000053406,17.32999992371,34.18999862671,3.21099996567,1,0,18749,0
,-7180.9399414062,441.1369934082,26.54490089417,3146,1,0,0,0,10,0.27779999375,0.27779999375,0.27779999375,0,0,0,18750,0
You must be at least level 45 to enter.,-3730.4799804688,933.97497558594,160.97300720215,3183,1,0,0,0,0,9.38899993896,12.77999973297,19.67000007629,0,1,0,18751,0
You must be at least level 45 to enter.,-3981.580078125,771.19299316406,160.96200561523,3184,1,0,0,0,0,10.31000041962,5.97200012207,20.21999931335,0,1,0,18752,0
You must be at least level 45 to enter.,-4028.2099609375,123.96600341797,26.8108997345,3185,1,0,0,0,0,9.83300018311,4.58300018311,15.68999958038,0.47119998932,1,0,18753,0
You must be at least level 45 to enter.,-3837.7900390625,1250.2299804688,160.22300720215,3186,1,0,0,0,0,8.19400024414,9.08300018311,18.36000061035,0,1,0,18754,0
You must be at least level 45 to enter.,-3741.9599609375,1249.1800537109,160.21699523926,3187,1,0,0,0,0,7.86100006104,10.32999992371,18.69000053406,0,1,0,18755,0
You must be at least level 45 to enter.,-3520.6499023438,1068.7199707031,161.12800598145,3189,1,0,0,0,0,9.86100006104,11.85999965668,23.21999931335,0,1,0,18756,0
,-55.96580123901,159.86700439453,-3.46205997467,3190,429,0,0,0,0,7.22200012207,10.07999992371,19.55999946594,0,1,0,18757,0
,24.5608997345,159.44999694824,-3.4667699337,3191,429,0,0,0,0,7.6939997673,9.69400024414,21.61000061035,0,1,0,18758,0
,255.24899291992,-9.05605983734,-2.58736991882,3193,429,0,0,0,0,8.33300018311,8.58300018311,20.71999931335,0,1,0,18759,0
,37.44990158081,-154.82200622559,-2.71200990677,3194,429,0,0,0,0,8.91699981689,9.16699981689,19.44000053406,0,1,0,18760,0
,-202.66400146484,-314.87600708008,-2.72353005409,3195,429,0,0,0,0,9.80599975586,10.17000007629,17.44000053406,0,1,0,18761,0
,4.31119012833,-837.08502197266,-33.04050064087,3196,429,0,0,0,0,6.16699981689,11.43999958038,22.94000053406,0,1,0,18762,0
,194.35099792481,-240.82099914551,-25.63069915771,3197,429,0,0,0,0,12.85999965668,8.33300018311,25.32999992371,1.11699998379,1,0,18763,0
,-767.07299804688,-358.70300292969,68.65799713135,3326,30,0,0,0,5,5.02799987793,5.02799987793,5.02799987793,1.4659999609,0,0,18765,0
,-1221.3499755859,-352.87701416016,57.72119903564,3327,30,0,0,0,5,5,5,5,0,0,0,18766,0
,-1305.2399902344,-268.86801147461,92.02230072021,3328,30,0,0,0,5,5,5,5,0,0,0,18767,0
,213.92300415039,-373.73699951172,56.38909912109,3329,30,0,0,0,5,0.33329999447,0.33329999447,0.33329999447,0,0,0,18768,0
,326.26986694336,-503.7890625,71.14376831055,3330,30,0,0,0,4,0.33329999447,0.33329999447,0.33329999447,0,0,0,18769,0
,683.10699462891,-129.84599304199,63.59830093384,3331,30,0,0,0,5,0.33329999447,0.33329999447,0.33329999447,0,0,0,18770,0
,2832.0700683594,-1540.4799804688,190.16499328613,3366,0,0,0,0,7,0,0,0,0,0,0,18771,0
,2843.3999023438,-1553.2600097656,190.72099304199,3367,0,0,0,0,7,0,0,0,0,0,0,18772,0
,580.75402832031,487.50601196289,29.46409988403,3506,429,0,0,0,8,17,17,17,0,0,0,18774,0
,580.65698242188,475.88500976563,29.46409988403,3507,429,0,0,0,8,0,0,0,0,0,0,18775,0
,592.50701904297,486.30999755859,29.46409988403,3508,429,0,0,0,8,0,0,0,0,0,0,18776,0
,591.91998291016,476.40399169922,29.46409988403,3509,429,0,0,0,8,0,0,0,0,0,0,18777,0
You must be attuned and in a raid group to enter.,-7510.8701171875,-1035.8699951172,182.95199584961,3528,0,0,0,0,0,3.83299994469,0.36109998822,2.05599999428,0.71560001373,1,0,18779,0
,-7512.16015625,-1034.7800292969,177.20799255371,3529,0,0,0,0,4,0,0,0,0,0,0,18780,0
,-8536.1796875,452.16500854492,104.9169998169,3530,0,0,0,0,10,0.33329999447,0.33329999447,0.33329999447,0,0,0,18781,0
,9933.9404296875,2500.9799804688,1317.8199462891,3546,1,0,0,0,12,0,0,0,0,0,0,18783,0
,1642.0999755859,239.84300231934,62.59159851074,3547,0,0,0,0,13,0,0,0,0,0,0,18784,0
,-4754.5600585938,-3313.8000488281,313.56399536133,3548,0,0,0,0,14,0,0,0,0,0,0,18785,0
,1253.7900390625,-2227.5200195312,92.24800109863,3549,1,0,0,0,15,0,0,0,0,0,0,18786,0
,-959.29901123047,-3759.2099609375,4.98618984222,3550,1,0,0,0,10,0,0,0,0,0,0,18787,0
,-998.18298339844,-3822.0700683594,5.29540014267,3551,1,0,0,0,10,0,0,0,0,0,0,18788,0
,-11413.599609375,1954.9100341797,14.24090003967,3552,0,0,0,0,22,0,0,0,0,0,0,18789,0
,6221.83984375,-1152.75,383.23098754883,3586,1,0,0,0,4,0,0,0,0,0,0,18791,0
,6221.8901367188,-1153,383.27200317383,3587,1,0,0,0,5,0,0,0,0,0,0,18792,0
,-7514.8100585938,-1033.1199951172,163.80599975586,3606,0,0,0,0,10,0,0,0,0,0,0,18793,0
,-7529.1000976562,-1007.1900024414,408.56500244141,3626,469,0,0,0,10,0,0,0,0,0,0,18794,0
,1532.0666503906,1151.6667480469,373.97500610352,3649,489,0,0,0,10,0,0,0,0,0,0,18797,0
You must be in the Alliance and at least 10th level to enter.,1422.3299560547,-1855.3299560547,135.77499389648,3650,1,0,0,0,0,6.58300018311,4.83300018311,6.9439997673,3.03699994087,1,0,18798,0
You must be in the Horde and at least 10th level to enter.,1034.1899414062,-2087.7399902344,123.37200164795,3654,1,0,0,0,0,5.97200012207,9.33300018311,18.30999946594,1.58800005913,1,0,18799,0
,1449.7667236328,1470.5666503906,342.625,3686,489,0,0,0,4,0,0,0,0,0,0,18804,0
,1005.2667236328,1447.2667236328,335.89300537109,3687,489,0,0,0,4,0,0,0,0,0,0,18805,0
,-622.14202880859,-4582.1401367188,21,3690,0,0,0,0,0,27.38999938965,27.17000007629,21.63999938965,3.19400000572,1,0,18806,0
,1316.9666748047,1550.9676513672,313.23400878906,3706,489,0,0,0,4,0,0,0,0,0,0,18807,0
,1319.7667236328,1378.6667480469,314.75299072266,3707,489,0,0,0,4,0,0,0,0,0,0,18808,0
,1112.6400146484,1351.1099853516,316.61898803711,3708,489,0,0,0,4,0,0,0,0,0,0,18809,0
,1140.0666503906,1560.7667236328,306.82400512695,3709,489,0,0,0,4,0,0,0,0,0,0,18810,0
You must be part of a raid group and at least 50th level to enter.,178.72900390625,-474.41198730469,120.56500244141,3726,229,0,0,0,0,3.80599999428,7.91699981689,7.88899993896,0,1,0,18811,0
,-7676.1098632812,-1109.7099609375,399.12298583984,3728,469,0,0,0,0,2.47199988365,8.69400024414,5.08300018311,3.75200009346,1,0,18812,0
,-29.55470085144,-374.50299072266,59.35620117188,3746,36,0,0,0,6,0,0,0,0,0,0,18813,0
,-108.56300354004,160.91499328613,-79.79109954834,3766,43,0,0,0,9,0,0,0,0,0,0,18814,0
,-7663.3999023438,-1218.3699951172,287.78799438477,3847,0,0,0,0,3,0,0,0,0,0,0,18818,0
,1185.4499511719,1184.7099609375,-56.36330032349,3866,529,0,0,0,4,0,0,0,0,0,0,18819,0
,817.93902587891,842.36901855469,-56.540599823,3867,529,0,0,0,4,0,0,0,0,0,0,18820,0
,809.00769042969,1185.2774658203,11.92160511017,3868,529,0,0,0,4,0,0,0,0,0,0,18821,0
,1147.0100097656,816.85400390625,-98.3990020752,3869,529,0,0,0,5,0,0,0,0,0,0,18822,0
,989.85198974609,1009.1599731445,-42.60329818726,3870,529,0,0,0,4,0,0,0,0,0,0,18823,0
,-12432.799804688,205.16900634766,2.36514997482,3886,0,0,0,0,18,0,0,0,0,0,0,18828,0
,-11594.099609375,-1621.3699951172,47.14459991455,3926,309,0,0,0,15,0,0,0,0,0,0,18829,0
You must be part of a Raid group and at least level 50 to enter.,-11915.799804688,-1236.4300537109,96.15019989014,3928,0,0,0,0,10,0,0,0,0,0,0,18831,0
,-11917,-1221,97.56159973145,3930,309,0,0,0,10,0,0,0,0,0,0,18832,0
You must be in the Alliance and at least 20th level to enter.,-1189.2700195312,-2532.1899414062,22.70499992371,3953,0,0,0,0,0,7.5,13.5,17.30999946594,0.03491000086,1,0,18836,0
You must be in the Horde and at least 20th level to enter.,-811.42498779297,-3505.8200683594,73.13770294189,3954,0,0,0,0,0,5.16699981689,14.31000041962,16.92000007629,0.66320002079,1,0,18837,0
,-11918.599609375,-1433.9499511719,44.54499816895,3956,309,0,0,0,15,0,0,0,0,0,0,18839,0
,-11916.799804688,-1256.6999511719,92.54340362549,3957,309,0,0,0,0,7.8060002327,11.17000007629,0.33329999447,0,1,0,18840,0
,-11915.043945312,-1312.6763916016,77.50191497803,3958,309,0,0,0,10,0.27779999375,0.27779999375,0.27779999375,0,0,0,18841,0
,-11945.688476562,-1597.6072998047,36.75689697266,3959,309,0,0,0,10,0,0,0,0,0,0,18842,0
,-11788.900390625,-1595.0600585938,36.99890136719,3960,309,0,0,0,10,0,0,0,0,0,0,18843,0
,-11614.200195312,-1361.5100097656,76.83999633789,3961,309,0,0,0,15,0,0,0,0,0,0,18844,0
,-11957.599609375,-1819.9699707031,54.31140136719,3962,309,0,0,0,15,0,0,0,0,0,0,18845,0
,-12112.900390625,-1794.6300048828,80.4162979126,3963,309,0,0,0,15,0,0,0,0,0,0,18846,0
,-11791,-1562.8599853516,19.74200057983,3964,309,0,0,0,10,0,0,0,0,0,0,18847,0
,-11610,-1749.8599853516,38.73419952393,3965,309,0,0,0,20,0,0,0,0,0,0,18848,0
,-12072.299804688,-1479.0500488281,106.49500274658,3966,309,0,0,0,10,0,0,0,0,0,0,18849,0
,-6864.9799804688,731.61199951172,50,3985,1,0,0,0,20,0,0,0,0,0,0,18858,0
Anachros Has Returned,-8215.08984375,-4622.0400390625,7.53194999695,3986,1,0,0,0,40,0,0,0,0,0,0,18859,0
,1733.3199462891,526.47399902344,34.24940109253,3991,0,0,0,0,35,0,0,0,0,0,0,18862,0
,-8419.580078125,1504.2800292969,31.73559951782,4006,509,0,0,0,0,18,41.81000137329,40.5,5.79400014877,1,0,18865,0
You cannot enter unless you are at least level 50 and in a raid group.,-8424.9404296875,1508.6500244141,32.01419830322,4008,1,0,0,0,0,12.14000034332,50.06000137329,35.63999938965,2.63499999046,1,0,18866,0
You cannot enter unless you are at least level 50 and in a raid group.,-8230.400390625,2005.3299560547,129.8630065918,4010,1,0,0,0,0,16.69000053406,31.19000053406,46.58000183105,0.92500001192,1,0,18867,0
,-8231.330078125,2003.5999755859,129.86099243164,4012,531,0,0,0,0,38.88999938965,10.31000041962,81.63999938965,5.65500020981,1,0,18868,0
,5085.8198242188,-5110.6401367188,929.97900390625,4015,1,0,0,0,6,0,0,0,0,0,0,18869,0
,-662.10601806641,3.83104991913,-90.8350982666,4016,109,0,0,0,20,0,0,0,0,0,0,18870,0
,-10636.200195312,-391.30700683594,101.87799835205,4017,0,0,0,0,10,0,0,0,0,0,0,18871,0
,1313.9300537109,1310.7700195312,-7.704870224,4020,529,0,0,0,0,6.33300018311,6.36100006104,7.58300018311,0,1,0,18873,0
,683.96099853516,681.22998046875,-12.9158000946,4021,529,0,0,0,0,5.47200012207,5.5,4.72200012207,0,1,0,18874,0
,-5049.33984375,-818.45397949219,495.29501342773,4026,0,0,0,0,2,0,0,0,0,0,0,18875,0
,1332.2700195312,-4607.669921875,24.36949920654,4027,1,0,0,0,2,0,0,0,0,0,0,18876,0
,2051.3601074219,272.5719909668,57.16339874268,4028,0,0,0,0,2,0,0,0,0,0,0,18877,0
,-14294.299804688,516.08801269531,8.9539899826,4029,0,0,0,0,2,0,0,0,0,0,0,18878,0
,-3755.1049804688,-775.70477294922,9.88801002502,4030,0,0,0,0,2,0,0,0,0,0,0,18879,0
,-7166.0600585938,-3917.9399414062,9.39558029175,4031,1,0,0,0,2,0,0,0,0,0,0,18880,0
,-8823.48046875,540.30102539063,96.9036026001,4032,0,0,0,0,2,0,0,0,0,0,0,18881,0
,-8546.23046875,1987.6500244141,-96.52069854736,4033,531,0,0,0,5,0,0,0,0,0,0,18882,0
,-8545.6787109375,1987.7014160156,-32.93922805786,4034,531,0,0,0,15,0,0,0,0,0,0,18883,0
,-8578,1986.8000488281,100.2200012207,4036,531,0,0,0,7,0,0,0,0,0,0,18884,0
,-8967.9599609375,1312.6199951172,-104.69599914551,4047,531,0,0,0,20,0.27779999375,0.27779999375,0.27779999375,0,0,0,18891,0
,-8176.830078125,1673.3699951172,-32.21829986572,4052,531,0,0,0,0,19.42000007629,48.11000061035,26.42000007629,6.09100008011,1,0,18892,0
,2298.169921875,-5340.9799804688,90.87989807129,4058,0,0,0,0,0,33.5,17.69000053406,24.55999946594,2.1819999218,1,0,18896,0
,7922.6801757812,-6501.509765625,47.3623008728,4064,530,0,0,0,30,0,0,0,0,0,0,26483,0
,7567.669921875,-7359.4702148438,161.7380065918,4071,530,0,0,0,20,0,0,0,0,0,0,26484,0
,864.62298583984,1321.5999755859,18.06830024719,4089,189,0,0,0,5,0,0,0,0,0,0,18897,0
,2716.6000976562,1496.8199462891,236.82800292969,4090,1,0,0,0,30,0,0,0,0,0,0,18898,0
,-9242.9697265625,419.16198730469,86.53800201416,4092,0,0,0,0,6,6,6,6,0,0,0,18899,0
,-9240.9599609375,238.40800476074,71.38829803467,4094,0,0,0,0,6,0,0,0,0,0,0,18900,0
,-9182.6201171875,414.85699462891,89.55760192871,4095,0,0,0,0,6,6,6,6,0,0,0,18901,0
,-9218.1298828125,318.62701416016,73.88410186768,4096,0,0,0,0,6,0,0,0,0,0,0,18902,0
,-5274.2255859375,-739.74652099609,391.52627563477,4098,0,0,0,0,6,0,0,0,0.05235987902,0,0,18903,0
,-5375.6000976562,-735.18200683594,396.01699829102,4099,0,0,0,0,6,0,0,0,0,0,0,18904,0
,1979.9899902344,305.25201416016,41.18650054932,4100,0,0,0,0,6,0,0,0,0,0,0,18905,0
,1179.4599609375,-4564.490234375,20.48579978943,4101,1,0,0,0,6,0.27779999375,0.27779999375,0.27779999375,0,0,0,18906,0
,1204.8599853516,-4536.2900390625,18.90950012207,4102,1,0,0,0,6,0.33329999447,0.33329999447,0.33329999447,0,0,0,18907,0
,-1545.3900146484,51.30059814453,5.39339017868,4103,1,0,0,0,6,0.27779999375,0.27779999375,0.27779999375,0,0,0,18908,0
,9914.169921875,1864.6700439453,1321.2600097656,4104,1,0,0,0,6,0,0,0,0,0,0,18909,0
,9948.009765625,1932.5300292969,1328.6999511719,4105,1,0,0,0,6,0,0,0,0,0,0,18910,0
,7557.3100585938,-6889.6499023438,96.02660369873,4108,530,0,0,0,13,0.27779999375,0.27779999375,0.27779999375,0,0,0,26485,0
,7557.4399414062,-6888.6499023438,115,4109,530,0,0,0,0,32.18999862671,57.7799987793,8.05599975586,4.24100017548,1,0,26486,0
,3716.3798828125,-5106.7797851562,141.28999328613,4112,533,0,0,0,10,0,0,0,0,0,0,18911,0
,3432.8100585938,-3007.2099609375,295.60900878906,4113,533,0,0,0,10,0,0,0,0,0,0,18912,0
,3432.3000488281,-3007.2800292969,295.60900878906,4114,533,0,0,0,10,0,0,0,0,0,0,18913,0
,3322.7399902344,-3700.3798828125,262.70098876953,4115,533,0,0,0,20,0,0,0,0,0,0,18914,0
,2740,-3383.419921875,267.68499755859,4116,533,0,0,0,10,0,0,0,0,0,0,18915,0
,2917.0300292969,-3344.5500488281,298.14599609375,4117,533,0,0,0,12,0,0,0,0,0,0,18916,0
,3214.3400878906,-3476.6799316406,287.0719909668,4119,533,0,0,0,10,0,0,0,0,0,0,18917,0
You must be at least level 68 to enter.,-11101.900390625,-1998.1199951172,49.33069992065,4131,0,0,0,0,0,20.07999992371,13.82999992371,14.68999958038,0.69809997082,1,0,26487,0
You must be at least level 68 to enter.,-11041.900390625,-1995.0100097656,93.03340148926,4135,0,0,0,0,0,8.97200012207,5.58300018311,13.32999992371,5.37599992752,1,0,26488,0
,-41.74800109863,-32.45360183716,-13.52939987183,4145,540,0,0,0,0,10.68999958038,7.66699981689,15.42000007629,1.4659999609,1,0,26489,0
,0.27684700489,27.54899978638,-44.75849914551,4147,542,0,0,0,0,6.4439997673,7.36100006104,18.25,1.22200000286,1,0,26490,0
,189.01800537109,57.10279846191,68.1076965332,4149,544,0,0,0,0,25.30999946594,26.55999946594,32.06000137329,0,1,0,26491,0
You must be at least level 55 to enter.,-365.61099243164,3087.6201171875,-14.5593996048,4150,530,0,0,0,0,11.43999958038,12.22000026703,15.57999992371,1.79799997807,1,0,26492,0
You must be at least level 65 to enter.,-310.21099853516,3091.5900878906,-4.15262985229,4151,530,0,0,0,0,8.33300018311,6.97200012207,17.44000053406,1.4659999609,1,0,26493,0
You must be at least level 55 to enter.,-307.25100708008,3170.5100097656,28.91440010071,4152,530,0,0,0,0,6.97200012207,13.75,15.35999965668,2.14700007439,1,0,26494,0
You must be at least level 65 and in a raid group to enter.,-309.6780090332,3079.1201171875,-116.57099914551,4153,530,0,0,0,0,9.44400024414,15.43999958038,17.94000053406,5.18400001526,1,0,26495,0
,3006.0900878906,-3434.169921875,306.19500732422,4156,533,0,0,0,6,0.27779999375,0.27779999375,0.27779999375,0,0,0,18929,0
,3754.5500488281,-5115.3598632812,142.43499755859,4158,533,0,0,0,0,30.71999931335,19.21999931335,16.88999938965,6.07399988174,1,0,18930,0
,-7142.0400390625,1397.9200439453,4.32688999176,4162,1,0,0,0,4,0,0,0,0,0,0,18931,0
,3320.7299804688,-3115.0700683594,297.60900878906,4163,533,0,0,0,100,0.27779999375,0.27779999375,0.27779999375,0,0,0,28960,0
,-7588.4799804688,756.80603027344,-16.4248008728,4168,1,0,0,0,4,0,0,0,0,0,0,18934,0
,-17.60810089111,3803.6101074219,94.09480285645,4170,530,0,0,0,10,0,0,0,0,0,0,26496,0
,-28.07188415527,-5.20298910141,-10.89053821564,4182,540,0,0,0,0,4.27799987793,4.27799987793,4.41699981689,3.64800000191,1,0,26497,0
,-23.7011051178,-2.83587193489,-11.09469795227,4183,540,0,0,0,0,3.58299994469,4.08300018311,4.58300018311,3.68300008774,1,0,26498,0
,-3849.1398925781,-12812.299804688,9.60385036469,4186,530,0,0,0,3,0.27779999375,0.27779999375,0.27779999375,0,0,0,26499,0
,1782.1999511719,151.59199523926,-62.29029846191,4189,0,0,0,0,1,0,0,0,0,0,0,18937,0
,-11038.599609375,-1969.1999511719,96.47200012207,4191,532,0,0,0,0,3.94400000572,4.4439997673,0.33329999447,3.05399990082,1,0,26501,0
,7.18179607391,1.7201000452,-0.4044060111,4194,544,0,0,0,20,0,0,0,0,0,0,28961,0
,327.3630065918,-153.92300415039,-17.98310089111,4200,542,0,0,0,0,3.5,15.67000007629,15.81000041962,4.65999984741,1,0,26502,0
,326.41799926758,-160.03500366211,-19.71360015869,4201,542,0,0,0,0,2.86100006104,18.42000007629,13.06000041962,1.51800000668,1,0,26503,0
,-11178.599609375,-1896.3499755859,232.00900268555,4216,532,0,0,0,10,0,0,0,0,0,0,26509,0
,9336.2197265625,-7883.4599609375,74.90950012207,4233,530,0,0,0,2,0,0,0,0,0,0,26510,0
,-4133.419921875,-12471.799804688,44.57210159302,4240,530,0,0,0,15,0,0,0,0,0,0,26511,0
,-2058.1599121094,-11895,46.14519882202,4241,530,0,0,0,15,0,0,0,0,0,0,26512,0
,-11171.900390625,-1908.0200195312,232.00900268555,4242,532,0,0,0,15,0,0,0,0,0,0,26513,0
,-329.14599609375,2890.0500488281,-52.82720184326,4252,530,0,0,0,5,0.33329999447,0.33329999447,0.33329999447,0,0,0,26515,0
,1693.7700195312,1053.3399658203,18.72500038147,4261,189,0,0,0,5,0,0,0,0,0,0,18938,0
,1617.1800537109,-323.43200683594,18.67779922485,4262,189,0,0,0,5,0,0,0,0,0,0,18939,0
,269.06100463867,-211.90299987793,19.20100021362,4263,189,0,0,0,5,0,0,0,0,0,0,18940,0
,8701.48046875,-6636.7998046875,64,4265,530,0,0,0,15,0,0,0,0,0,0,26521,0
,9285.9697265625,-7916.009765625,176.13000488281,4267,530,0,0,0,2,0,0,0,0,0,0,26522,0
,-1163.6899414062,-11828.700195312,28.85059928894,4280,530,0,0,0,100,0,0,0,0,0,0,26523,0
,331.80099487305,-331.26599121094,22.18829917908,4281,546,0,0,0,25,0,0,0,0,0,0,26524,0
,-2023.5799560547,7118.580078125,22.31640052795,4288,269,0,0,0,20,0,0,0,0,0,0,26525,0
,-111.1490020752,8751.4404296875,18.66349983215,4291,530,0,0,0,60,0,0,0,0,0,0,26526,0
,330.18499755859,-384.73400878906,48.25910186768,4292,546,0,0,0,0,31.53000068665,14.22000026703,12.56000041962,3.33400011063,1,0,26527,0
,-751.14599609375,5918.3701171875,15.41619968414,4293,530,0,0,0,80,174.10000610352,249.5,159.10000610352,0,0,0,26528,0
,-139.87699890137,-753.07598876953,37.90129852295,4295,547,0,0,0,0,12.75,43.36000061035,28,0.19200000167,1,0,26529,0
,-1360.1800537109,1631.9399414062,68.43699645996,4297,543,0,0,0,0,8.22200012207,11.77999973297,19.25,4.15399980545,1,0,26530,0
,565.37200927734,6944.2797851562,-14.33110046387,4298,530,0,0,0,0,29.38999938965,36.63999938965,33.11000061035,0,1,0,26531,0
,-201.39999389648,5515.0400390625,22.12129974365,4300,530,0,0,0,0,8.58300018311,8.58300018311,14.72000026703,0.26179999113,1,0,26532,0
,-383.09799194336,7257.3198242188,55.47010040283,4301,530,0,0,0,10,0,0,0,0,0,0,26533,0
,234.97999572754,-379.27600097656,72.52210235596,4302,546,0,0,0,10,0.33329999447,0.33329999447,0.33329999447,0,0,0,26534,0
,162.52799987793,-459.92001342773,73.70290374756,4303,546,0,0,0,20,0.27779999375,0.27779999375,0.27779999375,0,0,0,26535,0
,-1070,1732,35,4304,543,0,0,0,0,294,292.60000610352,82.61000061035,3.21099996567,1,0,26536,0
,4162.0200195312,-4227.0698242188,869.18499755859,4311,534,0,0,0,0,11.17000007629,25.30999946594,35.06000137329,3.05399990082,1,0,26537,0
,4284.1499023438,-4138.8500976562,866.81097412109,4312,534,0,0,0,0,20.30999946594,21.25,21.96999931335,0.3316000104,1,0,26538,0
,4203.6401367188,-4103.240234375,878.36297607422,4313,534,0,0,0,0,26.28000068665,14.32999992371,22.94000053406,0.27930000424,1,0,26539,0
You must be at least level 65 and  in a raid group to enter. You must also have The Burning Crusade installed.,-8158.8999023438,-4155.6499023438,-163.34100341797,4319,1,0,0,0,0,27.57999992371,28.61000061035,30.69000053406,0.95990002155,1,0,26540,0
You must first save Thrall in Old Hillsbrad by helping him escape from Durnholde Keep before you may enter the Black Morass. You must also have The Burning Crusade installed.,-8777.3896484375,-4156.919921875,-208.06799316406,4320,1,0,0,0,0,28.44000053406,55.08000183105,51.93999862671,1.91999995708,1,0,26541,0
"You must first complete the quest, ""The Caverns of Time,"" before you may enter Old Hillsbrad. You must also have The Burning Crusade installed.",-8326.26953125,-4047.4399414062,-207.52200317383,4321,1,0,0,0,0,40.83000183105,21.44000053406,112.40000152588,2.19899988174,1,0,26542,0
,-1498.3800048828,7017.8798828125,33.25870132446,4322,269,0,0,0,0,58.31000137329,24.05999946594,71.66999816895,2.95000004768,1,0,26543,0
,4273.7998046875,-4235.8100585938,866.11999511719,4323,534,0,0,0,0,17.17000007629,15.60999965668,30.07999992371,6.00400018692,1,0,26544,0
,2768.3000488281,1292.7900390625,13.63580036163,4324,560,0,0,0,0,15.07999992371,59.83000183105,38.81000137329,5.96899986267,1,0,26545,0
,-2336.6298828125,-11971.400390625,32.57429885864,4326,530,0,0,0,40,0,0,0,0,0,0,26546,0
,192.90299987793,2607.3701171875,87.28350067139,4336,530,0,0,0,20,0.27779999375,0.27779999375,0.27779999375,0,0,0,26548,0
,-704.89300537109,2733.9899902344,100,4337,530,0,0,0,0,26.42000007629,55.06000137329,25.44000053406,0,1,0,26549,0
,9851.1298828125,-7500.490234375,-4.00157022476,4339,530,0,0,0,10,0,0,0,0,0,0,26550,0
,5189.8798828125,-3397.6398925781,1635.0500488281,4341,534,0,0,0,100,0,0,0,0,0,0,26551,0
